"","sample","gene","chr","start","end","length","coverage","coverage.ratio","max.reads","mean.reads","low.reads.num.1000","low.reads.cover","high.reads.num.1000","high.reads.cover"
"126","APL1.bam","KMT2C","chr7",151836734,151836924,191,190,0.994764397905759,4283,3343.78010471204,0,0,190,1
"127","APL1.bam","KMT2C","chr7",151845456,151845685,230,229,0.995652173913044,5739,3828.33043478261,0,0,229,1
"128","APL1.bam","KMT2C","chr7",151859215,151859413,199,198,0.994974874371859,4039,3023.53768844221,0,0,198,1
"129","APL1.bam","KMT2C","chr7",151859822,151859984,163,162,0.993865030674847,4520,4176.44785276074,0,0,162,1
"130","APL1.bam","KMT2C","chr7",151860358,151860569,212,211,0.995283018867924,6401,4501.40566037736,0,0,211,1
"131","APL1.bam","KMT2C","chr7",151874054,151874390,337,336,0.997032640949555,1762,1086.40059347181,142,0.422619047619048,194,0.577380952380952
"132","APL1.bam","KMT2C","chr7",151874988,151875201,214,213,0.995327102803738,3124,1838.78504672897,26,0.122065727699531,187,0.877934272300469
"133","APL1.bam","KMT2C","chr7",151878000,151878226,227,226,0.995594713656388,2659,1784.95154185022,0,0,226,1
"134","APL1.bam","KMT2C","chr7",151878508,151878736,229,228,0.995633187772926,5050,3396.26200873362,0,0,228,1
"135","APL1.bam","KMT2C","chr7",151878789,151879016,228,165,0.723684210526316,43,26.5570175438597,165,1,0,0
"136","APL1.bam","KMT2C","chr7",151882551,151882764,214,213,0.995327102803738,7665,5223.07476635514,0,0,213,1
"137","APL1.bam","KMT2C","chr7",151904372,151904579,208,207,0.995192307692308,3315,2346.75,0,0,207,1
"138","APL1.bam","KMT2C","chr7",151926878,151927092,215,214,0.995348837209302,1428,977.362790697674,124,0.579439252336449,90,0.420560747663551
"139","APL1.bam","KMT2C","chr7",151932867,151933070,204,203,0.995098039215686,339,235.088235294118,203,1,0,0
"140","APL1.bam","KMT2C","chr7",151935744,151935961,218,217,0.995412844036697,597,396.633027522936,217,1,0,0
"141","APL1.bam","KMT2C","chr7",151944957,151945170,214,213,0.995327102803738,3567,2443.91588785047,0,0,213,1
"142","APL1.bam","KMT2C","chr7",151970779,151970986,208,207,0.995192307692308,2756,1897.51442307692,58,0.280193236714976,149,0.719806763285024
"143","APL1.bam","KMT2C","chr7",152027561,152027783,223,222,0.995515695067265,4639,3167.09865470852,0,0,222,1
"144","APL1.bam","SMC3","chr10",112340555,112340771,217,216,0.995391705069124,730,487.331797235023,216,1,0,0
"145","APL1.bam","SMC3","chr10",112341695,112341913,219,218,0.995433789954338,2199,1495.82191780822,0,0,218,1
"146","APL1.bam","SMC3","chr10",112342180,112342377,198,197,0.994949494949495,6582,4800.16161616162,0,0,197,1
"147","APL1.bam","SMC3","chr10",112343882,112344101,220,219,0.995454545454545,2528,1713.52727272727,0,0,219,1
"148","APL1.bam","SMC3","chr10",112356173,112356245,73,72,0.986301369863014,2357,2237.16438356164,0,0,72,1
"149","APL1.bam","SMC3","chr10",112357782,112358003,222,221,0.995495495495496,1593,1062.88738738739,133,0.601809954751131,88,0.398190045248869
"150","APL1.bam","SMC3","chr10",112360744,112360961,218,217,0.995412844036697,7119,4772.56880733945,0,0,217,1
"151","APL1.bam","SMC3","chr10",112361438,112361653,216,215,0.99537037037037,2562,1734.37962962963,0,0,215,1
"152","APL1.bam","SMC3","chr10",112361764,112361982,219,218,0.995433789954338,6793,4635.04109589041,0,0,218,1
"153","APL1.bam","SMC3","chr10",112362918,112363124,207,206,0.995169082125604,5398,3782.52173913043,0,0,206,1
"154","APL1.bam","WT1","chr11",32410546,32410751,206,205,0.995145631067961,7647,5756.73300970874,0,0,205,1
"155","APL1.bam","WT1","chr11",32413419,32413642,224,223,0.995535714285714,1612,1060.90625,135,0.605381165919282,88,0.394618834080717
"156","APL1.bam","WT1","chr11",32414124,32414346,223,222,0.995515695067265,4679,3181.33183856502,0,0,222,1
"157","APL1.bam","WT1","chr11",32417760,32417985,226,225,0.995575221238938,4026,2723.41592920354,0,0,225,1
"158","APL1.bam","WT1","chr11",32421428,32421655,228,227,0.995614035087719,5366,3591.48245614035,0,0,227,1
"159","APL1.bam","WT1","chr11",32449390,32449619,230,229,0.995652173913044,419,281.404347826087,229,1,0,0
"160","APL1.bam","WT1","chr11",32449943,32450146,204,203,0.995098039215686,175,124.151960784314,203,1,0,0
"161","APL1.bam","WT1","chr11",32456162,32456463,302,301,0.996688741721854,191,97.9701986754967,301,1,0,0
"162","APL1.bam","ETV6","chr12",11905245,11905471,227,226,0.995594713656388,1062,698.854625550661,192,0.849557522123894,34,0.150442477876106
"163","APL1.bam","ETV6","chr12",11992060,11992280,221,220,0.995475113122172,4476,3052.86877828054,0,0,220,1
"164","APL1.bam","ETV6","chr12",12022347,12022571,225,224,0.995555555555556,3724,2521.86666666667,0,0,224,1
"165","APL1.bam","ETV6","chr12",12022809,12023030,222,221,0.995495495495496,2572,1750.50900900901,0,0,221,1
"166","APL1.bam","ETV6","chr12",12037343,12037566,224,223,0.995535714285714,1641,1114.63392857143,132,0.591928251121076,91,0.408071748878924
"167","APL1.bam","ETV6","chr12",12038809,12039031,223,222,0.995515695067265,2274,1539.08968609865,0,0,222,1
"168","APL1.bam","KRAS","chr12",25362706,25362868,163,162,0.993865030674847,1405,1263.41104294479,21,0.12962962962963,141,0.87037037037037
"169","APL1.bam","KRAS","chr12",25378561,25378663,103,102,0.990291262135922,3287,3148.66990291262,0,0,102,1
"170","APL1.bam","KRAS","chr12",25380057,25380337,281,280,0.99644128113879,2824,1541.66903914591,94,0.335714285714286,186,0.664285714285714
"171","APL1.bam","KRAS","chr12",25398183,25398385,203,202,0.995073891625616,1473,1085.58128078818,93,0.46039603960396,109,0.53960396039604
"172","APL1.bam","LRP1","chr12",57538606,57539028,423,422,0.997635933806147,7103,4450.92671394799,0,0,422,1
"173","APL1.bam","LRP1","chr12",57547865,57548089,225,224,0.995555555555556,2569,1741.03111111111,0,0,224,1
"174","APL1.bam","LRP1","chr12",57569592,57569752,161,160,0.993788819875776,3046,2810.39751552795,0,0,160,1
"175","APL1.bam","LRP1","chr12",57573238,57573465,228,227,0.995614035087719,3755,2516,0,0,227,1
"176","APL1.bam","LRP1","chr12",57577051,57577223,173,172,0.994219653179191,1046,904.849710982659,130,0.755813953488372,42,0.244186046511628
"177","APL1.bam","LRP1","chr12",57577482,57577670,189,188,0.994708994708995,4620,3784.1164021164,0,0,188,1
"178","APL1.bam","LRP1","chr12",57581105,57581188,84,83,0.988095238095238,1381,1309.08333333333,0,0,83,1
"179","APL1.bam","LRP1","chr12",57588393,57588605,213,212,0.995305164319249,542,372.929577464789,212,1,0,0
"180","APL1.bam","LRP1","chr12",57593038,57593259,222,221,0.995495495495496,4227,2912.03603603604,0,0,221,1
"181","APL1.bam","LRP1","chr12",57598389,57598616,228,227,0.995614035087719,2170,1453.60964912281,1,0.00440528634361234,226,0.995594713656388
"182","APL1.bam","PTPN11","chr12",112884006,112884222,217,119,0.548387096774194,739,345.248847926267,119,1,0,0
"183","APL1.bam","PTPN11","chr12",112888117,112888297,181,180,0.994475138121547,2154,1772,10,0.0555555555555556,170,0.944444444444444
"184","APL1.bam","PTPN11","chr12",112890975,112891193,219,218,0.995433789954338,1669,1128.12785388128,129,0.591743119266055,89,0.408256880733945
"185","APL1.bam","PTPN11","chr12",112893753,112893957,205,204,0.995121951219512,1984,1436.6487804878,67,0.32843137254902,137,0.67156862745098
"186","APL1.bam","PTPN11","chr12",112910664,112910882,219,218,0.995433789954338,1766,1177.7397260274,131,0.600917431192661,87,0.399082568807339
"187","APL1.bam","PTPN11","chr12",112915337,112915553,217,216,0.995391705069124,1110,738.861751152074,145,0.671296296296296,71,0.328703703703704
"188","APL1.bam","PTPN11","chr12",112926167,112926369,203,202,0.995073891625616,4078,2980.70935960591,0,0,202,1
"189","APL1.bam","PTPN11","chr12",112926780,112926999,220,219,0.995454545454545,1516,1013.54545454545,135,0.616438356164384,84,0.383561643835616
"190","APL1.bam","PTPN11","chr12",112939927,112940127,201,200,0.995024875621891,4399,3252.81094527363,0,0,200,1
"191","APL1.bam","FLT3","chr13",28589735,28589944,210,209,0.995238095238095,4871,3527.61904761905,0,0,209,1
"192","APL1.bam","FLT3","chr13",28592542,28592764,223,222,0.995515695067265,1238,846.789237668161,132,0.594594594594595,90,0.405405405405405
"193","APL1.bam","FLT3","chr13",28598976,28599188,213,212,0.995305164319249,2201,1507.73708920188,0,0,212,1
"194","APL1.bam","FLT3","chr13",28601235,28601457,223,222,0.995515695067265,3636,2468.07174887892,0,0,222,1
"195","APL1.bam","FLT3","chr13",28602195,28602418,224,223,0.995535714285714,2895,1833.9375,21,0.0941704035874439,202,0.905829596412556
"196","APL1.bam","FLT3","chr13",28607916,28608136,221,220,0.995475113122172,2632,1747.7149321267,0,0,220,1
"197","APL1.bam","FLT3","chr13",28608158,28608383,226,225,0.995575221238938,2282,1323,80,0.355555555555556,145,0.644444444444444
"198","APL1.bam","FLT3","chr13",28610030,28610230,201,200,0.995024875621891,3134,2292.93532338308,0,0,200,1
"199","APL1.bam","FLT3","chr13",28623409,28623622,214,213,0.995327102803738,712,483.060747663551,213,1,0,0
"200","APL1.bam","PML","chr15",74290215,74290845,631,630,0.998415213946117,2350,1091.70998415214,350,0.555555555555556,280,0.444444444444444
"201","APL1.bam","PML","chr15",74315024,74315796,773,772,0.998706338939198,237,86.2341526520052,772,1,0,0
"202","APL1.bam","IDH2","chr15",90628376,90628557,182,181,0.994505494505495,2509,2053.8021978022,0,0,181,1
"203","APL1.bam","IDH2","chr15",90631735,90631948,214,213,0.995327102803738,2528,1783.54672897196,0,0,213,1
"204","APL1.bam","FANCA","chr16",89857783,89857991,209,208,0.995215311004785,3590,2597.27272727273,0,0,208,1
"205","APL1.bam","TP53","chr17",7573886,7574110,225,224,0.995555555555556,2270,1545.64444444444,0,0,224,1
"206","APL1.bam","TP53","chr17",7576783,7577196,414,413,0.997584541062802,5122,2610.33333333333,82,0.198547215496368,331,0.801452784503632
"207","APL1.bam","TP53","chr17",7577398,7577615,218,217,0.995412844036697,7590,5361.89908256881,0,0,217,1
"208","APL1.bam","TP53","chr17",7578062,7578567,506,505,0.99802371541502,3891,2408.67588932806,0,0,505,1
"209","APL1.bam","TP53","chr17",7579288,7579488,201,200,0.995024875621891,1015,763.671641791045,194,0.97,6,0.03
"210","APL1.bam","TP53","chr17",7579509,7579684,176,175,0.994318181818182,2519,1880.31818181818,40,0.228571428571429,135,0.771428571428571
"211","APL1.bam","TP53","chr17",7579738,7579966,229,228,0.995633187772926,4099,2767.72925764192,0,0,228,1
"212","APL1.bam","RARA","chr17",38507980,38508398,419,418,0.997613365155131,1134,792.945107398568,261,0.624401913875598,157,0.375598086124402
"213","APL1.bam","RARA","chr17",38508420,38508805,386,385,0.99740932642487,1875,1128.30051813472,219,0.568831168831169,166,0.431168831168831
"214","APL1.bam","RARA","chr17",38510532,38510814,283,190,0.671378091872792,1157,661.710247349823,42,0.221052631578947,148,0.778947368421053
"215","APL1.bam","ABCA7","chr19",1046164,1046381,218,217,0.995412844036697,971,668.669724770642,217,1,0,0
"216","APL1.bam","ABCA7","chr19",1057815,1058041,227,226,0.995594713656388,2183,1455.11894273128,4,0.0176991150442478,222,0.982300884955752
"217","APL1.bam","CEBPA","chr19",33792138,33792688,551,550,0.998185117967332,7837,3938.52450090744,131,0.238181818181818,419,0.761818181818182
"218","APL1.bam","CEBPA","chr19",33792701,33792994,294,293,0.996598639455782,7615,3892.68367346939,100,0.341296928327645,193,0.658703071672355
"219","APL1.bam","CEBPA","chr19",33793010,33793455,446,445,0.997757847533632,7631,4668.58295964126,0,0,445,1
"220","APL1.bam","ASXL1","chr20",30956734,30956941,208,207,0.995192307692308,2535,1818.42788461538,0,0,207,1
"221","APL1.bam","ASXL1","chr20",31015896,31016114,219,218,0.995433789954338,3338,2250.83105022831,0,0,218,1
"222","APL1.bam","ASXL1","chr20",31017074,31017293,220,219,0.995454545454545,4214,2877.82272727273,0,0,219,1
"223","APL1.bam","ASXL1","chr20",31021096,31021319,224,223,0.995535714285714,4420,3030.36160714286,0,0,223,1
